"source","title","year","doi","match_por","estado_abstract","n_car_abstract","abstract","abstract_corpus"
"OVID","Impact of Psilocybin on Peripheral Cytokine Production",2024,"10.1089/psymed.2023.0039",NA,"sin_crudo_emparejado",NA,NA,"BACKGROUND: Psilocybin is a psychedelic drug with potential therapeutic effects in patients with mood and substance use disorders. Little is known about its impact on the immune system., METHODS: Multiplex immunoassay pro-inflammatory cytokine panels (Meso-Scale Discovery, Rockville, MD) were used to examine the serum from participants in three separate randomized controlled clinical trials (randomized controlled trials [RCTs]) wherein a range of doses of psilocybin were administered (methods reported previously). Participants represented a range of clinical histories including those with no-known health problems/long-term meditation practice (n = 35), depression (n = 25), anxiety, and cancer (various types; n = 31). Linear mixed models with random effects for each participant were fit to determine relative cytokine levels both immediately before and at various time points after psilocybin administration, adjusted for multiple comparisons. Serum extracted during a waitlist, where applicable, was not included., RESULTS: Sera from 91 participants were included from our three prior RCTs. In our linear models of pooled data, sera collected &les;1-week postpsilocybin revealed increased levels of interleukin (IL)-8 (&bgr; = 0.164, 95% confidence interval [0.10 to 0.23]; p = 0.042). At ≥4-week time points compared to baseline, there were no changes in cytokine levels. In our linear models of individual studies, no changes in cytokine levels at each time point were observed., CONCLUSION: This preliminary study suggests that a transient increase in cytokine production &les;1-week postpsilocybin may be found, although not consistently across patient populations. More broadly, peripheral cytokine production is possibly altered by psilocybin administration. ClinicalTrials.gov Identifier: NCT01988311."
"OVID","Changes in symptoms of anhedonia with psilocybin-assisted psychotherapy: a secondary analysis of a randomized clinical trial for treatment-resistant depression",2024,"10.1111/bdi.13476",NA,"sin_crudo_emparejado",NA,NA,"Introduction: Anhedonia is a core symptom of major depressive disorder (MDD) and is characterized by a decreased ability to experience pleasure, enjoyment or reward. Across all psychiatric disorders, anhedonia is associated with poorer outcomes, higher levels of functional impairment, impaired quality of life, and treatment non-response. Psilocybin assisted psychotherapy (PAP) has shown promising results for treatment resistant depression (TRD), however, specific effects on anhedonia have been minimally studied. Objective: Determine changes in symptoms of anhedonia following PAP in a TRD sample. Method: We conducted a randomized, waitlist-controlled clinical trial evaluating PAP in 30 individuals with TRD as part of MDD (n = 26) and bipolar II disorder (BDII). All subjects received 25 mg dose of psilocybin accompanied by preparatory and integration psychotherapy. The primary clinical outcomes was antidepressant efficacy. For the present analysis, we evaluated anhedonia through the Snaith-Hamilton Pleasure Scale (SHAPS) as a secondary outcome of interest. Results: In Canada's first psilocybin clinical trial, 30 participants received PAP for TRD. As reported previously, rapid and robust antidepressant effects were observed with good tolerability and no serious adverse events. Symptoms of anhedonia as measured by the SHAPS showed clinically meaningful improvements post-psilocybin session that were sustained over the course of the 6-month follow- up period. Conclusion: The present secondary analysis provides preliminary results in support of potential benefits with PAP for symptoms of anhedonia in TRD, including in a subset of bipolar patients. Future study is needed and merited to evaluate the effects of PAP on anhedonia in rigorously designed clinical trials."
"OVID","Psilocybin-Assisted Group Psychotherapy + Mindfulness Based Stress Reduction (MBSR) for Frontline Healthcare Provider COVID-19 Related Depression and Burnout: a Randomized Clinical Trial",2025,"10.1101/2024.12.31.24319806",NA,"sin_crudo_emparejado",NA,NA,"OBJECTIVE: This clinical trial sought to evaluate the safety and preliminary efficacy of psilocybin and MBSR for frontline healthcare providers with symptoms of depression and burnout related to the COVID-19 pandemic., METHODS: This was a randomized controlled trial that enrolled physicians and nurses with frontline clinical work during the COVID-19 pandemic and symptoms of depression and burnout. Participants were randomized in a 1:1 ratio to either an 8-week MBSR curriculum alone or an 8-week MBSR curriculum plus group psilocybin-assisted psychotherapy (PAP) with 25mg psilocybin. Symptoms of depression and burnout were assessed at baseline, and 2-weeks and 6-months post intervention utilizing the Quick Inventory of Depressive Symptoms (QIDS-SR-16) and Maslach Burnout Inventory Human Services Survey for Medical Professionals (MBI-HSS-MP), respectively. Secondary outcome measures included the Demoralization Scale (DS-II) and the Watt's Connectedness Scale (WCS). Adverse events and suicidality were assessed through 6-month follow-up., RESULTS: 25 participants were enrolled and randomized. There were 12 study-related AEs recorded that were Grade 1-2 and no serious AEs. There was larger decrease in QIDS score for the MBSR+PAP arm compared to MBSR-only from baseline to 2-weeks post-intervention and significant between-group differences favoring MBSR+PAP on subscales of the MBI-HSS-MP as well as the DS-II and WCS., CONCLUSIONS: Group psilocybin-assisted therapy plus MBSR was associated with clinically significant improvement in depressive symptoms without serious adverse events and with greater reduction in symptoms than MBSR alone. Study findings suggest that integrating psilocybin with mindfulness training may represent a promising treatment for depression and burnout among physicians and nurses."
"OVID","Stepping back into life: how Psychedelic Assisted Psychotherapy transforms the way of life of the terminally ill",2026,"10.1016/j.genhosppsych.2025.12.002",NA,"sin_crudo_emparejado",NA,NA,"This qualitative study of how successful Psychedelic Assisted Psychotherapy (PAP) transforms the way of life of terminally ill subjects provides new knowledge for researchers and clinicians contemplating its use. Using an interpretive phenomenological approach (IPA) and interviews with subjects before and after PAP from a recent randomised control trial, we find that participants with extreme death anxiety have become displaced from their own life, afraid and alone in an all-encompassing present. PAP can enable them to fully inhabit their life in a more abundant and joyful present, even in the face of death. The psilocybin component is found to be necessary but not sufficient for this achieving this outcome. These novel findings expand our conceptualisation of death anxiety and of the personal transformation that constitutes successful PAP. Clinical trial details Australian New Zealand Clinician Trials Registry. https://www.anzctr.org.au/Trial/Registration/TrialReview.aspx?id=378101&isReview=true registration: ACTRN12619001225101."
"OVID","Ketamine and Psilocybin Differentially Impact Sensory Learning During the Mismatch Negativity",2025,"10.1101/2025.11.06.687023",NA,"sin_crudo_emparejado",NA,NA,"Ketamine and psilocybin show potential as therapies for various mental illnesses, including major depressive disorder. However, further investigation into their neural mechanisms is required to understand their effects on the brain. By combining computational modelling with electroencephalography (EEG), we examine the effects of ketamine and psilocybin on hierarchical sensory pwPE learning in the context of the auditory mismatch negativity, an event-related potential consistently shown to be reduced under psychotomimetic interventions. We employed a Bayesian framework and re-analyzed a previously acquired EEG dataset (Schmidt et al., 2012) by modelling single-trial EEG data using the Hierarchical Gaussian Filter. Using a placebo-controlled within-subject crossover design, healthy subjects were administered either S-ketamine or psilocybin during an auditory roving paradigm of pure sinusoidal tones. Our findings elucidate distinct neural impacts of ketamine and psilocybin on sensory learning: ketamine led to a larger reduction in the effect of sensory precision compared to placebo from 207 to 316 ms peaking at 277 ms in the frontal central channels, while psilocybin showed no significant effect. Both drugs reduced the expression of belief precision between 160 to 184 ms, peaking at 172 ms. For higher-level volatility pwPEs, ketamine reduced the expression at 312 ms while psilocybin had a null effect. For perception of elementary imagery, ketamine had a greater effect than psilocybin on sensory and volatility precision, while psilocybin had a greater effect on volatility pwPEs. Our findings suggest hallucinogens have distinct effects on sensory learning that could inform tailored therapies for major depression."
"OVID","PSILOCYBIN AND KETANSERIN VS RTMS IN TREATMENT-RESISTANT DEPRESSION: ENHANCING TOLERABILITY BY MITIGATING PSYCHEDELIC EFFECTS",2025,"10.1093/ijnp/pyaf052.093",NA,"sin_crudo_emparejado",NA,NA,"Background: Among the innovative treatments investigated for depression, psilocybin appears to play an extremely promising role, with several studies showing remission rates up to 70% in patients with treatment-resistant depression (TRD) treated with protocols involving a single or double dose administration [1,2]. Psilocybin is a psychedelic compound belonging to the tryptamine class, known for its hallucinogenic properties related to its action of partial agonist on serotonin receptors, specifically the 5-HT2A receptors. Recent preclinical studies suggest that the psychedelic and antidepressant actions of psilocybin may be independent, with the former related to direct action on 5-HT2A receptors, and the latter induced bymodulation of TRK&bgr; receptors [3]. Removing psilocybin's psychedelic effects with 5-HT2A receptor antagonists (i.e ketanserin) would reduce bias of suggestion, due to the so called ""mystical experience"", enabling more reliable studies and improving its clinical feasibility. Aims & Objectives: The primary aim is to compare the effectiveness of non-psychedelic psilocybin and rTMS, two treatment strategies that have recently shown promise in treatmentresistant depression. Method: We will recruit 68 TRD patients, who will be randomly assigned to 2 groups: PSILO Group: Patients will receive one capsule of psilocybin (25 mg) on day 1 (T1) and one capsule of psilocybin (25 mg) on day 22 (T4). Both administrations will be preceded (1.5 hours) by two ketanserin tablets (20 mg each) to minimize the psychedelic effects. In addition, these patients will receive sham arTMS from day 4 (T2) to day 9 (T3). TMS Group: Patients will undergo an accelerated and personalized arTMS protocol, using intermittent theta-burst stimulation (iTBS), guided by fMRI for five consecutive days (fromday 4, T2, to day 9, T3), with placebo doses of psilocybin and ketanserin on day 1 and on day 22. At baseline (T0) and on day 60 (T5) patients will undergo a battery of psychometric tests, an EEG recording and a fMRI. Results: Study design: Discussion & Conclusions: By co-administering ketanserin, psilocybin can be ""cleaned"" of its psychedelic effects, thereby reducing bias, enabling more reliable comparative studies, and greatly increasing its feasibility in clinical settings. A comparison with rTMS would represent a valid non-pharmacological option, given its promising results in treatment-resistant depression."
"OVID","Psilocybin-assisted therapy for severe alcohol use disorder: protocol for a double-blind, randomized, placebo-controlled, 7-month parallel-group phase II superiority trial",2024,"10.1186/s12888-024-05502-y",NA,"sin_crudo_emparejado",NA,NA,"BACKGROUND: A significant number of individuals with alcohol use disorder remain unresponsive to currently available treatments, which calls for the development of new alternatives. In parallel, psilocybin-assisted therapy for alcohol use disorder has recently yielded promising preliminary results. Building on extant findings, the proposed study is set to evaluate the feasibility and preliminary clinical efficacy of psilocybin-assisted therapy when incorporated as an auxiliary intervention during inpatient rehabilitation for severe alcohol use disorder. Moreover, it intends to pinpoint the modifications in the two core neurocognitive systems underscored by dual-process models of addiction., METHODS: In this double-blind, randomized, placebo-controlled, 7-month parallel-group phase II superiority trial, 62 participants aged 21-64 years will be enrolled to undergo psilocybin-assisted therapy as part of a 4-week inpatient rehabilitation for severe alcohol use disorder. The experimental group will receive a high dose of psilocybin (30 mg), whereas the control group will receive an active placebo dose of psilocybin (5 mg), both within the context of a brief standardized psychotherapeutic intervention drawing from key elements of acceptance and commitment therapy. The primary clinical outcome is the between-group difference regarding the change in percentage of heavy drinking days from baseline to four weeks posthospital discharge, while safety and feasibility metrics will also be reported as primary outcomes. Key secondary assessments include between-group differences in terms of changes in (1) drinking behavior parameters up to six months posthospital discharge, (2) symptoms of depression, anxiety, trauma, and global functioning, (3) neuroplasticity and key neurocognitive mechanisms associated with addiction, and (4) psychological processes and alcohol-related parameters., DISCUSSION: The discussion outlines issues that might arise from our design., TRIAL REGISTRATION: EudraCT 2022-002369-14 and NCT06160232."
"OVID","Psilocybin's Effects on Headache Frequency are Not Related to Acute Psychedelic Effects or Measures of Mental Health: secondary Analysis of Clinical Trials in Migraine and Cluster Headache",2025,"10.1212/wnl.0000000000210945",NA,"sin_crudo_emparejado",NA,NA,"Objective: To examine the relationship of acute psychedelic effects and measures of mental health with headache frequency in clinical trials of psilocybin in migraine and cluster headache. Background: While clinical psychedelic research largely utilizes a psychotherapeutic framework and implicates a role for acute psychedelic effects, several lines of evidence suggest that the benefits of the drug class in headache disorders stem from direct action on the neurological condition itself (i.e., migraine, cluster headache). Recognition of distinct therapeutic frameworks is still lacking, however, which hinders the advancement of psychedelic medicine. Design/Methods: In three clinical trials of psilocybin in migraine (n=10) and cluster headache (n=24) carried out by the authors, subjects maintained headache diaries, rated acute psychedelic effects (5 dimensional altered states of consciousness [5D-ASC] scale), and completed the Centers for Disease Control Health-related Quality of Life questionnaire, which begins with a 'general health' rating and includes questions related to mental health (poor mental health, depression, anxiety, poor sleep). In a secondary analysis, pooled outcomes were compared between placebo and psilocybin groups (ANOVA), and correlations with headache frequency carried out (Spearman rank). Results: The percent total 5D-ASC score was not correlated with change in headache frequency after drug administration (p=0.453). 'General health' was the only rating with significant group x time interaction (p=0.016), with post-hoc analysis showing worsening after placebo (p=0.037) and non-significant improvement after psilocybin (p=0.167). There was no correlation between change in 'general health,' or any mental health rating, and headache frequency change after drug administration. Conclusions: In these preliminary migraine and cluster headache clinical trials, headache frequency changes after psilocybinadministration were independent from either acute psychedelic effects or measures of mental health. Further rigorousscientific investigation of psilocybin in headache disorders is needed, though must incorporate thoughtful designs andoutcomes that are relevant for the disorder and patient population being examined."
"OVID","Safety pharmacology of acute psilocybin administration in healthy participants",2024,"10.1016/j.nsa.2024.104060",NA,"sin_crudo_emparejado",NA,NA,"Psilocybin is being studied for its therapeutic potential in various mental health disorders, such as depression, anxiety, and addiction. Initial studies suggested that psilocybin is generally safe when used under controlled conditions, but more research is needed to better understand its safety profile. We report safety pharmacology data from a pooled analysis of three randomized crossover studies that included 85 healthy participants and 113 single-dose administrations of psilocybin. Single oral doses included 15 mg, 20 mg, 25 mg, and 30 mg psilocybin dihydrate. We investigated subjective effects, blood pressure, heart rate, body temperature, acute and subacute adverse effects, reports of flashbacks, and liver and kidney function before and after the studies. The 20, 25, and 30 mg doses of psilocybin produced stronger effects than the 15 mg dose. Psilocybin at all doses induced higher ""good drug effects"" than ""bad drug effects."" Only the 25 and 30 mg doses increased anxiety. Psilocybin elevated autonomic effects only moderately. Tachycardia (>100 beats/min) was observed with 7% of all psilocybin administrations. Body temperature >38° was reached in 7%, 9%, 17%, and 32% of the participants with the 15, 20, 25, and 30 mg doses, respectively. Kidney and liver function parameters were unaltered at the end of the study. Five participants (6%) reported transient flashback phenomena. No serious adverse reactions occurred. These findings suggest that a single administration of psilocybin is safe with regard to acute psychological and physical harm in healthy participants in a controlled research setting."
"OVID","Correction: psilocybin Therapy for Clinicians With Symptoms of Depression From Frontline Care During the COVID-19 Pandemic: a Randomized Clinical Trial (JAMA Network Open (2024) 7: 12 (e2449026) DOI: 10.1001/jamanetworkopen.2024.49026)",2025,"10.1001/jamanetworkopen.2025.25303",NA,"sin_crudo_emparejado",NA,NA,"In the Original Investigation titled ""Psilocybin Therapy for Clinicians With Symptoms of Depression From Frontline Care During the COVID-19 Pandemic: A Randomized Clinical Trial,""1 which was published on December 5, 2024, several author affiliations were incorrect. The affiliation for Dr Back, Ms Freeman-Young, and Ms Morgan should be the Department of Medicine, University of Washington School of Medicine, Seattle. The affiliation for Dr Sethi should be the Department of Family Medicine, University of Washington School of Medicine, Seattle. The affiliation for Drs Tai, Kollefrath, and Thomas should be the Department of Psychiatry, University of Washington School of Medicine, Seattle. The article has been corrected."
"OVID","IDENTIFICATION OF BLOOD BIOMARKERS OF PSILOCYBIN-ASSISTED THERAPY TREATMENT RESPONSE FOR GENERALISED ANXIETY DISORDER",2025,"10.1093/ijnp/pyaf052.154",NA,"sin_crudo_emparejado",NA,NA,"Background: Early intervention and management of Generalised Anxiety Disorder (GAD) is essential to effectively reduce both symptom severity and the risk of developing other psychiatric disorders. However, current first-line treatments are only about 50% effective, with high rates of relapse and many adverse effects. Psychedelic medicines, such as psilocybin, have emerged as promising medications for treatment-refractory mood and anxiety disorders. However, between a third to a half of clinical trial participants fail to respond to psychedelic therapies, subjecting them to intensive but ultimately successful treatments and delaying more effective treatment strategies. A recent Phase II clinical trial examining the efficacy of psilocybin assisted therapy (PAT) for the treatment of GAD found that 44% of participants with GAD responded to treatment with 27% of participants achieving symptom remission at 11 weeks after commencing treatment (primary endpoint). Thus, there is a need to identifywhich individuals with GAD are likely to respond to PAT and direct probable non-responders to alternate therapies. Aims & Objectives: We aimed to identify potential blood biomarkers of PAT treatment-response using a multi-omic approach. Method: Following a 6-week treatment regime of PAT, whole blood was collected from 11 participants with GAD who responded to PAT at primary endpoint (≥50% reduction in HAM-A score) and 13 PAT non-responders. Total RNA and genomic DNA was isolated from the blood. RNAseq at 50 million reads/sample was used to measure differential gene expression and Infinium MethylationEPIC v2.0 bead chips were used to identify differential DNA methylation in the samples. Variation in gene sequence was examined using NGS whole genome sequencing at 30x coverage. Results: Following FDR correction, 5 genes were found to be differentially expressed in PAT responders vs non-responders: CTXN2- AS1 (F.C. log2 = 4.6; q < 0.001), DUT-AS1 (F.C. log2 = 2.6; q < 0.001), HLA-V (F.C. log2 = -4.8; q < 0.001), PARP16 (F.C. log2 = 0.3 q < 0.05), and SAXO2 (F.C. log2 = -2.52; q < 0.05). Cluster analysis identified the expression levels of a panel of 4 genes: CTXN2-AS1, DUT-AS1, HLA-V and PARP16, were able to separate 45% of the participants with GAD that responded to PAT at primary endpoint from all other participants. Discussion & Conclusions: This is a first of its kind, multi-omic study of psychedelic treatment for a mental illness in a clinical cohort. We have identified a panel of 4 genes that may be useful in identifying whether a patient with GAD is likely to respond to PAT. Further study is needed to validate these genes as treatment response biomarkers in a larger cohort, and to determine whether these or other genes predict treatment response prior to commencing PAT."
"OVID","CAN WE RE-MEDICALISE THE PSYCHEDELIC EXPERIENCE?",2025,"10.1093/ijnp/pyaf052.159",NA,"sin_crudo_emparejado",NA,NA,"Background: Despite the widespread availability of multiple antidepressant treatments, depression remains a common and sometimes debilitating disorder. A significant proportion of patients with major depressive disorder fail two or more antidepressant treatments and are considered to have treatmentresistant depression (TRD). Recent attention has turned to psilocybin and other psychedelic compounds as potential rapidly acting and durable episodic treatments for psychiatric disorders including depression. Aims & Objectives: To explore the efficacy and safety of crystalline psilocybin in the treatment of TRD Method: COMP 001 was the first large, multinational, randomized controlled trial to evaluate the investigational drug COMP360, a proprietary pharmaceutical-grade synthetic psilocybin formulation, optimized for stability and purity, developed by the sponsor COMPASS Pathfinder Ltd in patients with TRD. Results: This was a dose-ranging study that randomized 233 participants equally to 25mg or 10mg, or the 1mg control treatment. Participants down-tapered and washed out any previous antidepressant medications, and received a single administration of COMP360 as monotherapy, after which they were followed for 12 weeks. On the primary efficacy measure, large dose-dependent reductions from baseline in Montgomery- Asberg Depression Rating Scale (MADRS) scores were evident starting from Day 2. Clinically meaningful differences in MADRS score improvements between the 25mg and 1mg doses were statistically significant throughweek 6 and remained numerically evident at week 12. Results of secondary and additional efficacy measures were consistent with MADRS results. The intensity of the psychedelic experience entailing boundlessness was associated with clinical outcome. Discussion & Conclusions: COMP360 was generally welltolerated; in both studies over 90% of adverse events were either mild or moderate in severity. Suicidality remains a concern in TRD studies. These results suggested that COMP360 has potential to become an important contribution to the treatment for TRD. Further clinical development of COMP360 in rigorous, large, randomized controlled studies is underway."
"OVID","ECONOMIC EVALUATIONS OF EMERGING PHARMACOLOGICAL THERAPIES FOR TREATMENT RESISTANT DEPRESSION",2025,"10.1093/ijnp/pyaf052.399",NA,"sin_crudo_emparejado",NA,NA,"Background: Treatment resistant depression (TRD) affects approximately 30% of people with major depressive disorder (MDD) and is associated with significant individual and societal burden. Emerging pharmacological therapies (i.e.ketamine, esketamine, psilocybin) have evidence of efficacy in TRD; however, there is less data on their cost-effectiveness which is important for funding through governments and insurers. Without being subsidised, access to these treatments will likely be limited. Aims & Objectives: Describe the essential components economic evaluation through the example of a within trial cost-utility analysis of racemic ketamine for TRD fromhealth sector (primary) and societal perspectives. Method: The cost-utility analysis alongside the KADS randomised controlled trial involved 179 participants receiving ketamine or midazolam (active control) for 4 weeks. Data on healthcare resource use, transportation, carer time and lost productivity were collected with self-reported questionnaires at baseline, posttreatment (4-weeks) and 8-weeks. Quality-adjusted life years (QALYs) were calculated using AQoL-8D utility values. Initial dosing was fixed (cohort 1) and changed to response-guided dosing (cohort 2). Base-case 1 included control arm treatment costs for cohort 2 participants. Base-case 2 excluded control arm treatment costs. Results: After 4 weeks of randomised treatment, utility values were significantly higher for ketamine (0.435 vs. 0.352; p<0.05). In base-case 1, health sector incremental cost-effectiveness ratios (ICERs)were dominant (less costly and more effective) with probabilities of falling below$50,000/QALY of 89% (4-weeks) and 91% (8- weeks). Base-case 2 ICERs were $251,250/QALY (95% CI: $268,715 to $6,531,253) at 4-weeks and $108,500/QALY (95% CI $49,306 to $3,609,179) at 8-weeks with probabilities of falling below $50,000/QALY of 0% (4-weeks) and 2% (8-weeks). From a societal perspective, the probabilities of falling below $50,000/QALY were 30-32% (base-case 1) and 0-5% (base-case 2). Discussion & Conclusions: The initial four-week treatment phase with racemic ketamine is cost-effective when control arm costs are included. At commonly used Australian cost-effectiveness thresholds, racemic ketamine would not be considered costeffective when excluding control arm costs or from the societal perspective. Economic modelling is needed to estimate the longerterm cost-utility of this treatment."
"OVID","Five Years Later: contextual Factors and Subjective Experiences Reported by Participants in a Psilocybin for Depression Randomized Clinical Trial",2025,"10.1111/bdi.70046",NA,"sin_crudo_emparejado",NA,NA,"Introduction: Depression profoundly impairs psychosocial functioning and quality of life. Many people demonstrate inadequate responses to existing treatments, underscoring the urgent need for innovative approaches. Psilocybin-assisted therapy (PAT) has demonstrated potential for rapid/sustained antidepressant effects, but little is known about factors that predict positive outcomes. This study uniquely explores the contextual factors and subjective experiences that contribute to long-term outcomes, addressing a critical gap in the literature. Method: Using a convergent parallel mixed-methods design, participants (n = 18, 75% of original 24 trial participants) completed self-report measures assessing functional impairment, nature relatedness, and retrospective acute subjective effects (Insight, Challenging Experience, Mystical Experiences). A semi-structured interview elicited detailed accounts of participant experiences during the follow-up period. Reflexive thematic analysis was employed to examine subjective experiences and contextual factors influencing outcomes. Results: An integrative summary of quantitative and qualitative findings will be presented. Three major themes were developed: (1) Life before PAT, characterized by emotional struggles and cautious hope; (2) Experiences during PAT marked by emotional shifts and the role of therapeutic support; and (3) Life after PAT, encompassing enduring changes in relationships, self-awareness, and behavior, alongside a desire for further integration. Conclusion: Findings underscore the importance of mixed-methods in capturing the nuanced, long-term impact of PAT to further understanding of mechanisms of change. Additionally, we emphasize the need for more robust theoretical models to inform integration therapies and psychedelic-informed education to equip providers and participants with clear guidelines that mitigate risks, enhance safety, and foster ongoing integration for sustained therapeutic benefit over time."
"OVID","ASSOCIATIONS BETWEEN ESCITALOPRAM AND PSILOCYBIN THERAPY AND BRAIN RESTING-STATE FUNCTIONAL CONNECTIVITY IN MAJOR DEPRESSIVE DISORDER",2025,"10.1093/ijnp/pyae059.237",NA,"sin_crudo_emparejado",NA,NA,"Major Depressive Disorder (MDD) is a highly prevalent mental health condition characterized by symptoms including anhedonia, which is defined as diminished pleasure, and impulsivity, which has been linked to increased substance abuse, self-harm and suicidal tendencies. Both anhedonia and impulsivity have been contributed to alterations in reward system function, with the striatum being a central hub involved in processing and regulating reward-related information. Selective serotonin reuptake inhibitors are currently the first-line treatment for patients with MDD. In recent years, there has been growing interest in the potential therapeutic benefits of psilocybin for the treatment of depression and there is mounting evidence suggesting that psychedelics may modulate the reward system.Here, we aim to employ seed-voxel analysis on resting-state functional magnetic resonance imaging (fMRI) data to investigate the effects of escitalopram and psychedelic therapy on the reward pathways within the associative, limbic and sensorimotor striatal subdivisions as well as the amygdala and hippocampus in patients with MDD. In this secondary analysis of a trial, 45 MDD patients were randomly assigned to either psilocybin therapy (n=24) or escitalopram (n=21) treatment groups. Participants underwent a 10 min long resting-state functional magnetic resonance imaging scan both before and after a 6-week intervention. Analyses examined the connectivity of three striatal networks and the amygdala and hippocampus using seed-based analysis methods. Changes in between-network connectivity, within-network connectivity and intra-striatal connectivity were examined. Changes in anhedonia and impulsivity from pre-to post-treatment were assessed. Both Escitalopram and psilocybin therapy groups demonstrated reductions in impulsivity and anhedonia scores. Significant interaction effects were found with the amygdala network, where there was a significant psilocybin >escitalopram change in connectivity with a region in the left anterior insula extending into the left putamen. There was a significant escitalopram >psilocybin change in connectivity with a region in the right cerebellum around Crus I extending up to the occipital cortex. There was a significant psilocybin >escitalopram change in connectivity in the limbic striatal network with the bilateral insula, the paracingulate and the temporoparietal junction. Post-hoc analysis revealed this interaction effect was driven by a reduction in connectivity in with the insula in the escitalopram group. A significant correlation was found between the escitalopram induced reduction in connectivity with the insula and the limbic striatum and a reduction in anhedonia. Reduced connectivity between the limbic striatal network and insula correlated with reductions in anhedonia in the escitalopram group. The insula is an area linked to salience and attentional control, which may reveal the reduction in influence of emotional processing from the limbic regions on the bottom-up detection of salient events. In psilocybin, an increase in connectivity between the amygdala and temporoparietal regions was observed, which may indicate enhanced sensory integration and with reward processing. These results show varying treatment effects on striatal connectivity and the implicit difference in treatment effect on underlying neural circuitry.."
"OVID","Psilocybin-assisted psychotherapy for depression and anxiety associated with life threatening illness: a phase 2b randomized controlled trial",2025,"10.1016/j.genhosppsych.2025.08.001",NA,"sin_crudo_emparejado",NA,NA,"IMPORTANCE: Psilocybin-assisted psychotherapy may offer a novel approach to treating depression, anxiety, and existential distress in individuals with life threatening illnesses, where current treatments show limited efficacy., OBJECTIVE: To evaluate the efficacy and safety of psilocybin-assisted psychotherapy versus active placebo and psychotherapy in adults with life-threatening illnesses., DESIGN: Double-blind, randomized controlled phase 2b trial (RCT) with an open-label extension and 6-month follow-up (January 2020 - October 2023)., SETTING: Single-site study at a tertiary hospital's palliative care department (St. Vincent's Hospital Melbourne affiliated with the University of Melbourne)., PARTICIPANTS: Adults aged 18-80 with a life-threatening illness and clinically significant depression and/or anxiety., INTERVENTIONS: Participants were randomized to receive 25 mg psilocybin or 100 mg niacin (active placebo), alongside three preparatory psychotherapy and six post-dose integration psychotherapy sessions. After 6-7 weeks post double blind dose, all participants received 25 mg psilocybin in an open-label extension, enabling a two dose versus one dose group comparator. Participants were followed up to 26 weeks post open label dose., MAIN OUTCOMES AND MEASURES: Primary outcome was change in depression and anxiety symptoms, assessed using the Hospital Anxiety and Depression Scale (HADS), from baseline to 6-7 weeks post-dose. Key secondary outcomes included the Beck Depression Inventory-II (BDI-II) and the State-Trait Anxiety Inventory - State version (STAI-S), which provided complementary, dimensional measures of depression and anxiety over the same time period. Additional secondary outcomes included Death Attitudes Profile, WHOQOL-BREF, State-Trait Anxiety Inventory (STAI-Trait scale), Mystical Experiences Questionnaire, and Persisting Effects Questionnaire. Exploratory outcomes included spiritual well-being, hopelessness, demoralization, and HADS-Trait scores., RESULTS: Thirty-five participants (mean age 56.0; 54.3 % female) were randomized (psilocybin: n = 17; placebo: n = 18). At 6-7 weeks, psilocybin produced significantly greater reductions in HADS depression (B = -2.49; P = .02; d = 1.12), BDI-II (B = -7.56; P = .004; d = 2.97), and STAI-State anxiety (B = -12.59; P = .005; d = 4.51) compared to placebo. Benefits were sustained at 26 weeks. Exploratory outcomes demonstrated enhanced spiritual well-being, quality of life, and significant reductions in demoralization, death anxiety and hopelessness. No serious treatment-emergent adverse events occurred. Psilocybin was associated with more mild-to-moderate adverse events. One participant withdrew due to anxiety during dosing., CONCLUSIONS AND RELEVANCE: Psilocybin-assisted psychotherapy appears safe and may offer durable relief from depression and anxiety in individuals with a life-threatening illness."
"OVID","Psilocybin therapy for treatment resistant depression: prediction of clinical outcome by natural language processing",2025,"10.1007/s00213-023-06432-5",NA,"sin_crudo_emparejado",NA,NA,"Rationale: Therapeutic administration of psychedelics has shown significant potential in historical accounts and recent clinical trials in the treatment of depression and other mood disorders. A recent randomized double-blind phase-IIb study demonstrated the safety and efficacy of COMP360, COMPASS Pathways’ proprietary synthetic formulation of psilocybin, in participants with treatment-resistant depression. Objective: While the phase-IIb results are promising, the treatment works for a portion of the population and early prediction of outcome is a key objective as it would allow early identification of those likely to require alternative treatment. Methods: Transcripts were made from audio recordings of the psychological support session between participant and therapist 1 day post COMP360 administration. A zero-shot machine learning classifier based on the BART large language model was used to compute two-dimensional sentiment (valence and arousal) for the participant and therapist from the transcript. These scores, combined with the Emotional Breakthrough Index (EBI) and treatment arm were used to predict treatment outcome as measured by MADRS scores. (Code and data are available at https://github.com/compasspathways/Sentiment2D .) Results: Two multinomial logistic regression models were fit to predict responder status at week 3 and through week 12. Cross-validation of these models resulted in 85% and 88% accuracy and AUC values of 88% and 85%. Conclusions: A machine learning algorithm using NLP and EBI accurately predicts long-term patient response, allowing rapid prognostication of personalized response to psilocybin treatment and insight into therapeutic model optimization. Further research is required to understand if language data from earlier stages in the therapeutic process hold similar predictive power."
